키워드, 피시검색수, 모바일검색수, 총검색수,카테고리, 6개월판매량, 1일판매량, 포스팅수, 섹션순서, 1섹션점수, 2섹션점수,
﻿홍삼,13000,72800,85800,﻿식품>건강식품>홍삼,50521,280.67,3645271,쇼핑>이미지>VIEW>지식iN,5,2
